BioMedGraphica_Conn_ID,BioMedGraphica_ID,NCBI_Gene_ID,Ensembl_Gene_ID_Version,Gene_Start,Gene_End,Chromosome,Gene_Type,Ensembl_Gene_ID,HGNC_ID,Gene_Name,RefSeq_ID,OMIM_ID,HGNC_Symbol
BMGC_GN00137,BMG_GN000160,100101121,ENSG00000250204.3,6243295,6245283,Y,transcribed_unprocessed_pseudogene,ENSG00000250204,HGNC:37983,"testis expressed transcript, Y-linked 23B",,,TTTY23B
BMGC_GN00138,BMG_GN000161,100101126,ENSG00000236015.1,39569376,39570198,7,processed_pseudogene,ENSG00000236015,HGNC:56777,TMX1 pseudogene 1,,,TMX1P1
BMGC_GN00139,BMG_GN000162,100101127,ENSG00000271113.1,69794062,69794734,8,processed_pseudogene,ENSG00000271113,HGNC:56778,TMX1 pseudogene 2,,,TMX1P2
BMGC_GN00140,BMG_GN000163,100101148,ENSG00000205584.6;ENSG00000296074.1,72969225;72969814,72971727;72982467,7,lncRNA;transcribed_unprocessed_pseudogene,ENSG00000205584;ENSG00000296074,HGNC:56779,FKBP6 pseudogene 1,,,FKBP6P1
BMGC_GN00141,BMG_GN000164,100101246,ENSG00000238168.5,111581379,111581773,12,processed_pseudogene,ENSG00000238168,HGNC:54543,IFITM3 pseudogene 5,,,IFITM3P5
BMGC_GN00142,BMG_GN000165,100101247,ENSG00000196114.3,34576258,34576656,6,processed_pseudogene,ENSG00000196114,HGNC:54541,IFITM3 pseudogene 3,,,IFITM3P3
BMGC_GN00143,BMG_GN000166,100101266,ENSG00000268442.3,24162370,24163425,19,transcribed_processed_pseudogene,ENSG00000268442,HGNC:44033,hepatitis A virus cellular receptor 1 pseudogene 1,,,HAVCR1P1
BMGC_GN00144,BMG_GN000167,100101267,ENSG00000272391.6,75416786,75486299,7,protein_coding,ENSG00000272391,HGNC:34005,POM121 transmembrane nucleoporin C,,615754,POM121C
BMGC_GN00145,BMG_GN000168,100101268,ENSG00000184616.12,74904289,74915078,7,protein_coding,ENSG00000184616,HGNC:51508,speedy/RINGO cell cycle regulator family member E12,NC_000007.14,,SPDYE12
BMGC_GN00146,BMG_GN000169,100101405,ENSG00000255265.1,58796237,58796854,11,processed_pseudogene,ENSG00000255265,HGNC:43780,translation machinery associated 16 homolog pseudogene 1,,,TMA16P1
BMGC_GN00147,BMG_GN000170,100101407,ENSG00000232467.2,45846994,45847594,1,processed_pseudogene,ENSG00000232467,HGNC:43781,translation machinery associated 16 homolog pseudogene 2,,,TMA16P2
BMGC_GN00148,BMG_GN000171,100101440,ENSG00000229018.5;ENSG00000310533.1,73005541;73005552,73021103;73030376,7,lncRNA;transcribed_unprocessed_pseudogene,ENSG00000229018;ENSG00000310533,HGNC:33515,"PMS1 homolog 2, mismatch repair system component pseudogene 7",,,PMS2P7
BMGC_GN00149,BMG_GN000172,100101467,ENSG00000186814.15,35251058,35290245,18,protein_coding,ENSG00000186814,HGNC:33517,zinc finger and SCAN domain containing 30,NC_000018.10;NC_060942.1,,ZSCAN30
BMGC_GN00150,BMG_GN000173,100101478,ENSG00000235946.2;ENSG00000294789.1,104060515;104062101,104062988;104063120,X,lncRNA;transcribed_unprocessed_pseudogene,ENSG00000235946;ENSG00000294789,HGNC:44390,"H2B.W histone 3, pseudogene",,,H2BW3P
BMGC_GN00151,BMG_GN000174,100101483,ENSG00000235095.1,57147986,57150347,7,unprocessed_pseudogene,ENSG00000235095,HGNC:33851,GPCPD1 pseudogene 1,,,GPCPD1P1
BMGC_GN00152,BMG_GN000175,100101490,ENSG00000101898.8,31547379,31569541,20,protein_coding,ENSG00000101898,HGNC:49760,MCTS family member 2,,620406,MCTS2
BMGC_GN00153,BMG_GN000176,100101554,ENSG00000230273.1,17981192,17981572,17,processed_pseudogene,ENSG00000230273,HGNC:32544,brain protein I3 pseudogene 3,,,BRI3P3
BMGC_GN00154,BMG_GN000178,100101917,ENSG00000234345.2,103910305,103911352,X,processed_pseudogene,ENSG00000234345,HGNC:33539,ELF2 pseudogene 1,,,ELF2P1
BMGC_GN00155,BMG_GN000179,100101932,ENSG00000254949.1,111864254,111864460,11,processed_pseudogene,ENSG00000254949,HGNC:33552,G protein subunit gamma 5 pseudogene 3,,,GNG5P3
BMGC_GN00156,BMG_GN000181,100101935,ENSG00000234590.1,47307082,47307301,13,processed_pseudogene,ENSG00000234590,HGNC:33554,G protein subunit gamma 5 pseudogene 5,,,GNG5P5
BMGC_GN00157,BMG_GN000182,100101938,ENSG00000237636.4;ENSG00000293699.3,19262797;19284985,19344825;19345084,13,lncRNA;transcribed_unprocessed_pseudogene,ENSG00000237636;ENSG00000293699,HGNC:39689,ankyrin repeat domain 26 pseudogene 3,,,ANKRD26P3
BMGC_GN00158,BMG_GN000183,10011,ENSG00000213523.12,140537340,140557677,5,protein_coding,ENSG00000213523,HGNC:11281,steroid receptor RNA activator 1,NG_031847.1;NC_000005.10;NC_060929.1,603819,SRA1
BMGC_GN00159,BMG_GN000184,100113373,ENSG00000238249.2,8893409,8894151,1,processed_pseudogene,ENSG00000238249,HGNC:39381,high mobility group nucleosomal binding domain 2 pseudogene 17,,,HMGN2P17
BMGC_GN00160,BMG_GN000185,100113374,ENSG00000225755.2,163237214,163239197,1,processed_pseudogene,ENSG00000225755,HGNC:56781,TRNT1 pseudogene 1,,,TRNT1P1
BMGC_GN00161,BMG_GN000186,100113375,ENSG00000235347.1,45792418,45793636,22,processed_pseudogene,ENSG00000235347,HGNC:56782,TRNT1 pseudogene 2,,,TRNT1P2
BMGC_GN00162,BMG_GN000187,100113378,,,,20,,,HGNC:33558,"small nucleolar RNA, C/D box 119",,,SNORD119
BMGC_GN00163,BMG_GN000188,100113379,ENSG00000238886.1,33952769,33952850,9,snoRNA,ENSG00000238886,HGNC:33560,"small nucleolar RNA, C/D box 121A",,,SNORD121A
BMGC_GN00164,BMG_GN000189,100113380,ENSG00000239127.1,29333163,29333258,22,snoRNA,ENSG00000239127,HGNC:33564,"small nucleolar RNA, C/D box 125",,,SNORD125
BMGC_GN00165,BMG_GN000190,100113381,ENSG00000238862.1,52690744,52690827,3,snoRNA,ENSG00000238862,HGNC:33570,"small nucleolar RNA, C/D box 19B",,,SNORD19B
BMGC_GN00166,BMG_GN000191,100113382,ENSG00000238531.1,10109757,10109835,19,snoRNA,ENSG00000238531,HGNC:33572,"small nucleolar RNA, C/D box 105B",,,SNORD105B
BMGC_GN00167,BMG_GN000192,100113384,ENSG00000239112.1,9548836,9548905,5,snoRNA,ENSG00000239112,HGNC:33562,"small nucleolar RNA, C/D box 123",,,SNORD123
BMGC_GN00168,BMG_GN000193,100113386,ENSG00000280213.1,63953384,63956985,20,lncRNA,ENSG00000280213,HGNC:31967,UCKL1 antisense RNA 1,,,UCKL1-AS1
BMGC_GN00169,BMG_GN000194,100113389,ENSG00000239043.1,45110883,45110968,14,snoRNA,ENSG00000239043,HGNC:33555,"small nucleolar RNA, C/D box 127",,,SNORD127
BMGC_GN00170,BMG_GN000195,100113391,ENSG00000238344.1,20326450,20326526,14,snoRNA,ENSG00000238344,HGNC:33565,"small nucleolar RNA, C/D box 126",,,SNORD126
BMGC_GN00171,BMG_GN000196,100113392,ENSG00000271852.1,202291332,202291421,2,snoRNA,ENSG00000271852,HGNC:33571,"small nucleolar RNA, C/D box 11B",,,SNORD11B
BMGC_GN00172,BMG_GN000197,100113393,ENSG00000222365.1,49280319,49280409,20,snoRNA,ENSG00000222365,HGNC:33573,"small nucleolar RNA, C/D box 12B",,,SNORD12B
BMGC_GN00173,BMG_GN000198,100113397,ENSG00000224072.1,46454097,46457199,X,processed_pseudogene,ENSG00000224072,HGNC:54949,VEZT pseudogene 1,,,VEZTP1
BMGC_GN00174,BMG_GN000199,100113402,ENSG00000221514.1,70529509,70529588,16,snoRNA,ENSG00000221514,HGNC:33579,"small nucleolar RNA, C/D box 111B",,,SNORD111B
BMGC_GN00175,BMG_GN000200,100113403,ENSG00000203809.8,104864464,104941450,6,lncRNA,ENSG00000203809,HGNC:21553,LIN28B antisense RNA 1,,,LIN28B-AS1
BMGC_GN00176,BMG_GN000201,100113404,ENSG00000205636.3,13927971,13945610,9,lncRNA,ENSG00000205636,HGNC:31437,long intergenic non-protein coding RNA 583,,,LINC00583
BMGC_GN00177,BMG_GN000202,100113407,ENSG00000205269.6,11537749,11583524,6,protein_coding,ENSG00000205269,HGNC:34244,transmembrane protein 170B,,,TMEM170B
BMGC_GN00178,BMG_GN000203,100113421,ENSG00000219693.3,62888535,62889921,9,transcribed_unprocessed_pseudogene,ENSG00000219693,HGNC:34516,fibroblast growth factor 7 pseudogene 8,,,FGF7P8
BMGC_GN00179,BMG_GN000204,100114903,ENSG00000226933.1,46023296,46024156,3,processed_pseudogene,ENSG00000226933,HGNC:44605,nuclear receptor binding factor 2 pseudogene 2,,,NRBF2P2
BMGC_GN00180,BMG_GN000205,100118954,ENSG00000270427.1,5776071,5776858,10,processed_pseudogene,ENSG00000270427,HGNC:44683,nuclear receptor binding factor 2 pseudogene 5,,,NRBF2P5
BMGC_GN00181,BMG_GN000206,100124332,ENSG00000213438.2,123991910,123992669,10,processed_pseudogene,ENSG00000213438,HGNC:49498,YBX2 pseudogene 1,,,YBX2P1
BMGC_GN00182,BMG_GN000207,100124334,ENSG00000258611.2,93065586,93066606,15,transcribed_processed_pseudogene,ENSG00000258611,HGNC:54721,YBX2 pseudogene 2,,,YBX2P2
BMGC_GN00183,BMG_GN000208,100124373,ENSG00000218986.1,39353747,39354172,6,processed_pseudogene,ENSG00000218986,HGNC:56783,ANKRD39 pseudogene 1,,,ANKRD39P1
BMGC_GN00184,BMG_GN000209,100124394,ENSG00000241879.1,156977558,156977825,3,processed_pseudogene,ENSG00000241879,HGNC:41519,KLF3 pseudogene 2,,,KLF3P2
BMGC_GN00185,BMG_GN000210,100124401,ENSG00000228225.1,84031140,84032358,2,processed_pseudogene,ENSG00000228225,HGNC:54742,CRLF3 pseudogene 3,,,CRLF3P3
BMGC_GN00186,BMG_GN000211,100124402,ENSG00000226230.1,78486530,78487028,7,processed_pseudogene,ENSG00000226230,HGNC:56788,UFC1 pseudogene 1,,,UFC1P1
BMGC_GN00187,BMG_GN000212,100124412,ENSG00000248893.4,101953420,101956412,15,lncRNA,ENSG00000248893,HGNC:32335,family with sequence similarity 138 member E,,,FAM138E
BMGC_GN00188,BMG_GN000213,100124516,ENSG00000202093.1,49489245,49489308,18,snoRNA,ENSG00000202093,HGNC:33613,"small nucleolar RNA, C/D box 58C",,,SNORD58C
BMGC_GN00189,BMG_GN000215,100124534,ENSG00000239183.1,92292461,92292593,9,snoRNA,ENSG00000239183,HGNC:33615,"small nucleolar RNA, H/ACA box 84",,,SNORA84
BMGC_GN00190,BMG_GN000216,100124535,ENSG00000207016.1,69520043,69520174,2,snoRNA,ENSG00000207016,HGNC:33616,"small nucleolar RNA, H/ACA box 36C",,,SNORA36C
BMGC_GN00191,BMG_GN000217,100124536,ENSG00000200394.1,67740669,67740799,17,snoRNA,ENSG00000200394,HGNC:33617,"small nucleolar RNA, H/ACA box 38B",,,SNORA38B
BMGC_GN00192,BMG_GN000218,100124537,ENSG00000206937.1,61417244,61417378,2,snoRNA,ENSG00000206937,HGNC:33618,"small nucleolar RNA, H/ACA box 70B",,,SNORA70B
BMGC_GN00193,BMG_GN000219,100124538,ENSG00000207268.1,117181066,117181200,9,snoRNA,ENSG00000207268,HGNC:33619,"small nucleolar RNA, H/ACA box 70C",NC_000009.12;NC_060933.1;NG_021409.2,,SNORA70C
BMGC_GN00194,BMG_GN000220,100124539,ENSG00000221102.1,91126425,91126553,14,snoRNA,ENSG00000221102,HGNC:33620,"small nucleolar RNA, H/ACA box 11B",,,SNORA11B
BMGC_GN00195,BMG_GN000221,100124540,ENSG00000221459.1,47388649,47388777,X,snoRNA,ENSG00000221459,HGNC:33621,"small nucleolar RNA, H/ACA box 11C",,,SNORA11C
BMGC_GN00196,BMG_GN000222,100124541,ENSG00000221475.1,52190621,52190748,X,snoRNA,ENSG00000221475,HGNC:33622,"small nucleolar RNA, H/ACA box 11D",,,SNORA11D
BMGC_GN00197,BMG_GN000223,100124700,ENSG00000228630.8,53962308,53975055,12,lncRNA,ENSG00000228630,HGNC:33510,HOX transcript antisense RNA,NC_000012.12;NC_060936.1,611400,HOTAIR
BMGC_GN00198,BMG_GN000224,100125288,ENSG00000220201.8,10304803,10309880,19,protein_coding,ENSG00000220201,HGNC:37245,zinc finger GATA like protein 1,,611639,ZGLP1
BMGC_GN00199,BMG_GN000225,100125387,ENSG00000223984.1,21624592,21626286,10,processed_pseudogene,ENSG00000223984,HGNC:44907,heterogeneous nuclear ribonucleoprotein R pseudogene 1,,,HNRNPRP1
BMGC_GN00200,BMG_GN000226,100125392,ENSG00000235416.1,53456273,53457029,X,processed_pseudogene,ENSG00000235416,HGNC:54963,TIPIN pseudogene 1,,,TIPINP1
BMGC_GN00201,BMG_GN000227,100125393,ENSG00000261151.1,58092053,58092947,16,processed_pseudogene,ENSG00000261151,HGNC:56789,TIPIN pseudogene 2,,,TIPINP2
BMGC_GN00202,BMG_GN000228,100125556,ENSG00000171084.18;ENSG00000291071.2,125915413;125916624,125928595;125944291,3,lncRNA;transcribed_unprocessed_pseudogene,ENSG00000171084;ENSG00000291071,HGNC:44097,"family with sequence similarity 86 member J, pseudogene;family with sequence similarity 86, member A pseudogene",,,FAM86JP
BMGC_GN00203,BMG_GN000231,100126270,ENSG00000268066.6,147891981,147911817,X,lncRNA,ENSG00000268066,HGNC:39081,FMR1 antisense RNA 1,,300805,FMR1-AS1
BMGC_GN00204,BMG_GN000232,100126296,ENSG00000216031.1,58818226,58818313,20,miRNA,ENSG00000216031,HGNC:33634,microRNA 298,,614914,MIR298
BMGC_GN00205,BMG_GN000233,100126297,ENSG00000215957.1,101041363,101041445,14,miRNA,ENSG00000215957,HGNC:33636,microRNA 300,,,MIR300
BMGC_GN00206,BMG_GN000234,100126299,ENSG00000270123.4,136080470,136080597,5,vault_RNA,ENSG00000270123,HGNC:37054,vault RNA 2-1,NG_051612.1;NC_000005.10;NC_060929.1,614938,VTRNA2-1
BMGC_GN00207,BMG_GN000235,100126301,ENSG00000212013.1,147258760,147258850,X,miRNA,ENSG00000212013,HGNC:33641,microRNA 509-2,,,MIR509-2
BMGC_GN00208,BMG_GN000236,100126302,ENSG00000216001.3,134540185,134540262,X,miRNA,ENSG00000216001,HGNC:33642,microRNA 450b,,,MIR450B
BMGC_GN00209,BMG_GN000237,100126303,ENSG00000216075.1,145994275,145994351,X,miRNA,ENSG00000216075,HGNC:33644,microRNA 890,,,MIR890
BMGC_GN00210,BMG_GN000238,100126304,ENSG00000216064.1,146001053,146001131,X,miRNA,ENSG00000216064,HGNC:33645,microRNA 891b,,,MIR891B
BMGC_GN00211,BMG_GN000239,100126306,ENSG00000216005.1,145994784,145994860,X,miRNA,ENSG00000216005,HGNC:33648,microRNA 888,,,MIR888
BMGC_GN00212,BMG_GN000240,100126307,ENSG00000216098.1,145997198,145997274,X,miRNA,ENSG00000216098,HGNC:33649,microRNA 892b,,,MIR892B
BMGC_GN00213,BMG_GN000241,100126308,ENSG00000216179.1,101064495,101064578,14,miRNA,ENSG00000216179,HGNC:33650,microRNA 541,,,MIR541
BMGC_GN00214,BMG_GN000242,100126309,ENSG00000216069.1,99536786,99536861,8,miRNA,ENSG00000216069,HGNC:33652,microRNA 875,,,MIR875
BMGC_GN00215,BMG_GN000243,100126310,ENSG00000215966.1,28863626,28863706,9,miRNA,ENSG00000215966,HGNC:33653,microRNA 876,,,MIR876
BMGC_GN00216,BMG_GN000244,100126311,ENSG00000284386.1,45433050,45433129,15,miRNA,ENSG00000284386,HGNC:33655,microRNA 147b,,,MIR147B
BMGC_GN00217,BMG_GN000245,100126313,ENSG00000266297.1,12081899,12081996,17,miRNA,ENSG00000266297,HGNC:33658,microRNA 744,,,MIR744
BMGC_GN00218,BMG_GN000246,100126314,ENSG00000216101.3,30584332,30584417,6,miRNA,ENSG00000216101,HGNC:33660,microRNA 877,,611619,MIR877
BMGC_GN00219,BMG_GN000247,100126315,ENSG00000283159.1,100875033,100875104,14,miRNA,ENSG00000283159,HGNC:33662,microRNA 665,,,MIR665
BMGC_GN00220,BMG_GN000248,100126316,ENSG00000215939.3,28888879,28888955,9,miRNA,ENSG00000215939,HGNC:33663,microRNA 873,,616137,MIR873
BMGC_GN00221,BMG_GN000249,100126317,ENSG00000212027.3,74218547,74218618,X,miRNA,ENSG00000212027,HGNC:33665,microRNA 374b,,,MIR374B
BMGC_GN00222,BMG_GN000250,100126318,ENSG00000212102.1,21652981,21653058,22,miRNA,ENSG00000212102,HGNC:33667,microRNA 301b,,,MIR301B
BMGC_GN00223,BMG_GN000251,100126319,ENSG00000211520.2,56000714,56000795,2,miRNA,ENSG00000211520,HGNC:33668,microRNA 216b,,,MIR216B
BMGC_GN00224,BMG_GN000252,100126320,ENSG00000216192.1,24212421,24212495,12,miRNA,ENSG00000216192,HGNC:33670,microRNA 920,,,MIR920
BMGC_GN00225,BMG_GN000253,100126321,ENSG00000284146.1,197674496,197674576,3,miRNA,ENSG00000284146,HGNC:33672,microRNA 922,,,MIR922
BMGC_GN00226,BMG_GN000254,100126323,ENSG00000283615.1,39622123,39622175,18,miRNA,ENSG00000283615,HGNC:33674,microRNA 924,,,MIR924
BMGC_GN00227,BMG_GN000255,100126324,ENSG00000216060.1,136550878,136550960,X,miRNA,ENSG00000216060,HGNC:33677,microRNA 934,,301138,MIR934
BMGC_GN00228,BMG_GN000256,100126325,ENSG00000284583.1,53982307,53982397,19,miRNA,ENSG00000284583,HGNC:33678,microRNA 935,,,MIR935
BMGC_GN00229,BMG_GN000257,100126326,ENSG00000283788.1,104048089,104048186,10,miRNA,ENSG00000283788,HGNC:33679,microRNA 936,,,MIR936
BMGC_GN00230,BMG_GN000258,100126327,ENSG00000216035.1,29602264,29602346,10,miRNA,ENSG00000216035,HGNC:33681,microRNA 938,,,MIR938
BMGC_GN00231,BMG_GN000259,100126328,ENSG00000284346.1,2271747,2271840,16,miRNA,ENSG00000284346,HGNC:33683,microRNA 940,,,MIR940
BMGC_GN00232,BMG_GN000260,100126329,ENSG00000283206.1,63919449,63919520,20,miRNA,ENSG00000283206,HGNC:33684,microRNA 941-1,,,MIR941-1
BMGC_GN00233,BMG_GN000261,100126330,ENSG00000216195.3,63919756,63919827,20,miRNA,ENSG00000216195,HGNC:33687,microRNA 941-4,,,MIR941-4
BMGC_GN00234,BMG_GN000262,100126331,ENSG00000215930.1,117094643,117094728,1,miRNA,ENSG00000215930,HGNC:33688,microRNA 942,,,MIR942
BMGC_GN00235,BMG_GN000263,100126332,ENSG00000284587.1,1986384,1986477,4,miRNA,ENSG00000284587,HGNC:33689,microRNA 943,,,MIR943
BMGC_GN00236,BMG_GN000264,100126333,ENSG00000211997.1,79402022,79402109,11,miRNA,ENSG00000211997,HGNC:33654,microRNA 708,,620733,MIR708
BMGC_GN00237,BMG_GN000265,100126334,ENSG00000216135.3,10394489,10394562,3,miRNA,ENSG00000216135,HGNC:33659,microRNA 885,,,MIR885
BMGC_GN00238,BMG_GN000266,100126335,ENSG00000212040.3,101031987,101032064,14,miRNA,ENSG00000212040,HGNC:33664,microRNA 543,,,MIR543
BMGC_GN00239,BMG_GN000267,100126336,ENSG00000215991.1,23417987,23418063,14,miRNA,ENSG00000215991,HGNC:33669,microRNA 208b,,613613,MIR208B
BMGC_GN00240,BMG_GN000268,100126337,ENSG00000212014.1,147259652,147259726,X,miRNA,ENSG00000212014,HGNC:33675,microRNA 509-3,,300876,MIR509-3
BMGC_GN00241,BMG_GN000269,100126338,ENSG00000284224.1,143812957,143813042,8,miRNA,ENSG00000284224,HGNC:33680,microRNA 937,,,MIR937
BMGC_GN00242,BMG_GN000270,100126339,ENSG00000216141.3,63919505,63919576,20,miRNA,ENSG00000216141,HGNC:33685,microRNA 941-2,,,MIR941-2
BMGC_GN00243,BMG_GN000271,100126340,ENSG00000216058.1,189829922,189830009,3,miRNA,ENSG00000216058,HGNC:33690,microRNA 944,,,MIR944
BMGC_GN00244,BMG_GN000272,100126341,ENSG00000216056.1,146027794,146027872,X,miRNA,ENSG00000216056,HGNC:33635,microRNA 891a,,,MIR891A
BMGC_GN00245,BMG_GN000273,100126342,ENSG00000215943.1,145996669,145996743,X,miRNA,ENSG00000215943,HGNC:33639,microRNA 892a,,,MIR892A
BMGC_GN00246,BMG_GN000274,100126343,ENSG00000216009.3,137647572,137647649,5,miRNA,ENSG00000216009,HGNC:33643,microRNA 874,,619450,MIR874
BMGC_GN00247,BMG_GN000275,100126345,ENSG00000216099.3,101047901,101047979,14,miRNA,ENSG00000216099,HGNC:33651,microRNA 889,,,MIR889
BMGC_GN00248,BMG_GN000276,100126346,ENSG00000215938.3,154193665,154193743,1,miRNA,ENSG00000215938,HGNC:33656,microRNA 190b,,,MIR190B
BMGC_GN00249,BMG_GN000277,100126347,ENSG00000216077.3,15935182,15935260,5,miRNA,ENSG00000216077,HGNC:33661,microRNA 887,,620117,MIR887
BMGC_GN00250,BMG_GN000278,100126348,ENSG00000211575.3,93846832,93846911,1,miRNA,ENSG00000211575,HGNC:33666,microRNA 760,,,MIR760
BMGC_GN00251,BMG_GN000279,100126349,ENSG00000215952.1,166154743,166154798,1,miRNA,ENSG00000215952,HGNC:33671,microRNA 921,,,MIR921
BMGC_GN00252,BMG_GN000280,100126350,ENSG00000215973.1,175167633,175167709,2,miRNA,ENSG00000215973,HGNC:33676,microRNA 933,,,MIR933
BMGC_GN00253,BMG_GN000281,100126351,ENSG00000284310.1,144394149,144394230,8,miRNA,ENSG00000284310,HGNC:33682,microRNA 939,,,MIR939
BMGC_GN00254,BMG_GN000282,100126352,ENSG00000283513.1,63919561,63919632,20,miRNA,ENSG00000283513,HGNC:33686,microRNA 941-3,,,MIR941-3
BMGC_GN00255,BMG_GN000283,100126354,ENSG00000215961.1,110860582,110860647,4,miRNA,ENSG00000215961,HGNC:33691,microRNA 297,,615520,MIR297
BMGC_GN00256,BMG_GN000284,100126355,ENSG00000199130.3,14309285,14309371,16,miRNA,ENSG00000199130,HGNC:33692,microRNA 365a,,614735,MIR365A
BMGC_GN00257,BMG_GN000285,100126356,ENSG00000283978.1,31575411,31575521,17,miRNA,ENSG00000283978,HGNC:33693,microRNA 365b,,,MIR365B
BMGC_GN00258,BMG_GN000286,100126446,ENSG00000232486.1,105758164,105760755,9,processed_pseudogene,ENSG00000232486,HGNC:33975,DEP domain containing 1 pseudogene 2,,,DEPDC1P2
BMGC_GN00259,BMG_GN000287,100126572,ENSG00000203733.6,142132925,142135358,6,protein_coding,ENSG00000203733,HGNC:33251,gap junction protein epsilon 1,,,GJE1
BMGC_GN00260,BMG_GN000288,100126584,ENSG00000310237.1,125182932,125197834,6,lncRNA,ENSG00000310237,,uncharacterized LOC100126584,,,LOC100126584
BMGC_GN00261,BMG_GN000289,100126596,ENSG00000272436.1,10257169,10257466,10,processed_pseudogene,ENSG00000272436,HGNC:33694,cut like homeobox 2 pseudogene 1,,,CUX2P1
BMGC_GN00262,BMG_GN000291,100126693,ENSG00000237864.1,43322417,43332039,21,lncRNA,ENSG00000237864,HGNC:33698,long intergenic non-protein coding RNA 322,,,LINC00322
BMGC_GN00263,BMG_GN000292,100126780,,,,19,,,HGNC:34327,small NF90 (ILF3) associated RNA G1,,,SNAR-G1
BMGC_GN00264,BMG_GN000293,100126781,,,,19,,,HGNC:34326,small NF90 (ILF3) associated RNA F,,,SNAR-F
BMGC_GN00265,BMG_GN000294,100126784,ENSG00000270607.1,19710934,19712619,11,lncRNA,ENSG00000270607,HGNC:55264,lncRNA enhancing IL-6/STAT3 signaling activation 1,,,LEISA1
BMGC_GN00266,BMG_GN000295,100126791,ENSG00000235947.1,4749192,4751590,3,lncRNA,ENSG00000235947,HGNC:37129,eosinophil granule ontogeny transcript,,611662,EGOT
BMGC_GN00267,BMG_GN000296,100126793,ENSG00000240288.8,10285754,10294903,3,lncRNA,ENSG00000240288,HGNC:33885,ghrelin opposite strand/antisense RNA,,618445,GHRLOS
BMGC_GN00268,BMG_GN000301,100126822,ENSG00000236636.2,227264776,227265207,1,processed_pseudogene,ENSG00000236636,HGNC:56790,UBA5 pseudogene 1,,,UBA5P1
BMGC_GN00269,BMG_GN000302,100126825,ENSG00000236187.1,18535079,18536120,X,processed_pseudogene,ENSG00000236187,HGNC:32542,"gap junction protein alpha 6, pseudogene",,,GJA6P
BMGC_GN00270,BMG_GN000305,100127206,ENSG00000186367.7,129748094,129766732,5,protein_coding,ENSG00000186367,HGNC:33914,membrane integral NOTCH2 associated receptor 2,,620215,MINAR2
BMGC_GN00271,BMG_GN000307,100127888,ENSG00000232803.1,62663019,62666724,20,lncRNA,ENSG00000232803,HGNC:40537,SLCO4A1 antisense RNA 1,,,SLCO4A1-AS1
BMGC_GN00272,BMG_GN000308,100127892,ENSG00000270880.1,113984037,113984655,3,processed_pseudogene,ENSG00000270880,HGNC:56483,ATP5PB pseudogene 8,,,ATP5PBP8
BMGC_GN00273,BMG_GN000309,100127893,ENSG00000240003.2,80500332,80501400,5,processed_pseudogene,ENSG00000240003,HGNC:36715,ribosomal protein L7 pseudogene 24,,,RPL7P24
BMGC_GN00274,BMG_GN000310,100127900,ENSG00000219736.1,74849077,74850484,6,processed_pseudogene,ENSG00000219736,HGNC:56784,NUP50 pseudogene 4,,,NUP50P4
BMGC_GN00275,BMG_GN000311,100127902,ENSG00000234201.1,67791955,67792895,X,processed_pseudogene,ENSG00000234201,HGNC:51428,"BMI1 proto-oncogene, polycomb ring finger pseudogene 1",,,BMI1P1
BMGC_GN00276,BMG_GN000312,100127903,ENSG00000251284.2,69125274,69126451,4,processed_pseudogene,ENSG00000251284,HGNC:56791,SPOPL pseudogene 1,,,SPOPLP1
BMGC_GN00277,BMG_GN000313,100127905,ENSG00000198738.4,85735744,85735921,6,processed_pseudogene,ENSG00000198738,HGNC:21400,SMIM11 pseudogene 1,,,SMIM11P1
BMGC_GN00278,BMG_GN000314,100127906,ENSG00000270480.1,82691737,82692468,4,processed_pseudogene,ENSG00000270480,HGNC:43987,SLC66A2 pseudogene 2,,,SLC66A2P2
